Sentence,Label
SELECT blue(s FROM cutting RIGHT JOIN,0
"  SELECT Orders.shiprID, Employees.sell, Employees.because FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.bestID ORDER BY Orders.ropeID",0
SELECT never(s) FROM said FULL OUTER JOIN,0
" SELECT column_name(s) FROM getting,team",0
SELECT blue(s) FROM library UNION,0
SELECT failed(s) FROM including SELECT making(s),0
SELECT result(s) FROM sound UNION ALL,0
SELECT empty(s) FROM down SELECT lie FROM sent,0
SELECT thee FROM cage UNION SELECT whom FROM height ORDER BY fewer,0
SELECT free FROM dirt UNION ALL SELECT teeth FROM record ORDER BY equal,0
"  SELECT division,poet FROM path WHERE before='immediately' UNION SELECT top, mill FROM length",0
"   SELECT COUNT(movie), fair FROM prize BY route",0
"   SELECT Employees.whispered, COUNT(Orders.badID) AS castleFROM   (OrdersINNER JOIN country ON Orders.caughtID = Employees.valleyID)",0
SELECT * FROM serious FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT bag,0
SELECT * FROM more,0
SELECT vast FROM flight,0
SELECT DISTINCT shall FROM six,0
SELECT COUNT(DISTINCT nuts) FROM powder,0
SELECT Count(*) AS welcome,0
FROM (SELECT DISTINCT ill FROM zipper),0
SELECT * FROM longer,0
SELECT * FROM thin WHERE watch='enemy',0
SELECT * FROM regular WHERE lower='within',0
SELECT * FROM paid  WHERE tribe=discover,0
SELECT * FROM merely WHERE writing='rocky'  AND City='among',0
SELECT * FROM various WHERE pick='hardly'  OR horse='told',0
SELECT * FROM cabin WHERE fear='talk'  OR run='empty',0
SELECT * FROM require WHERE    NOT feed='cookies',0
SELECT * FROM song WHERE well='current'  AND (badly='conversation' OR couple='rubber'),0
SELECT * FROM gasoline WHERE NOT driver='parts'  AND NOT kind='castle',0
SELECT * FROM sister ORDER BY prevent,0
SELECT * FROM common ORDER BY skin DESC,0
" SELECT * FROM excited ORDER BY series, military",0
" SELECT * FROM available ORDER BY production ASC, identity DESC",0
"INSERT INTO until(shoot, certain, sale, dinner, swam, desert) VALUES ('push', 'ran'. statement', 'dress', 'elephant', 'people', 'fill') ",0
"INSERT INTO torn (someone, time, him) VALUES ('stopped', 'pole', 'problem') ",0
"   SELECT canal, sale, gulf FROM fifth WHERE steady
  IS NULL
",0
"   SELECT temperature, former, madeFROM interior WHERE lonely
  IS NOT NULL
",0
"  UPDATE street SET further= 'me', City= 'belt'
 WHERE both= peace
",0
" UPDATE opportunity SET adventure='announced'
WHERE before='electric'
",0
SELECT * FROM electric,0
DELETE FROM plus WHERE taste='birthday',0
DELETE FROM beneath,0
SELECT date(s) FROM cave,0
SELECT * FROM (SELECT black FROM wide),0
SELECT TOP 3 * FROM subject,0
SELECT * FROM vapor 3,0
SELECT * FROM previous FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM welcome,0
SELECT * FROM cutting FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM friendly WHERE vegetable='nobody',0
SELECT * FROM youth WHERE sat='poem' LIMIT 3,0
SELECT * FROM hope WHERE result='hide' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(animal) AS voice FROM telephone,0
SELECT MIN(happen) AS no FROM motor,0
SELECT * FROM (SELECT mainly FROM serious),0
SELECT TOP 3 * FROM oldest SELECT * FROM beginning 3SELECT * FROM fog,0
SELECT * FROM met 3 SELECT * FROM coast,0
SELECT * FROM classroom FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM space,0
SELECT TOP 50 PERCENT * FROM indicate SELECT * FROM clothing FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM planning,0
SELECT * FROM stiff FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM western,0
SELECT TOP 3 * FROM become WHERE complex='burst' SELECT * FROM rose,0
SELECT * FROM shoe WHERE discovery='hurry' LIMIT 3,0
SELECT * FROM large WHERE beauty='leather' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(everybody)FROM size,0
SELECT * FROM battle WHERE sentence NOT LIKE '[excited]%',0
SELECT AVG(pink)FROM concerned SELECT SUM(canal),0
SELECT AVG(graph)FROM pony SELECT SUM(chance),0
SELECT AVG(organized) FROM its  SELECT SUM(type),0
SELECT COUNT(forth)FROM strip,0
SELECT COUNT(library)FROM dig,0
SELECT AVG(terrible)FROM hole,0
SELECT * FROM careful WHERE arrangement NOT LIKE 'string%',0
SELECT * FROM took WHERE largest LIKE '%bat%',0
SELECT * FROM accurate  WHERE source NOT LIKE '[science]%',0
SELECT * FROM continued WHERE his IN (SELECT further FROM be),0
SELECT * FROM learn WHERE bet  BETWEEN 10 AND 20,0
SELECT * FROM clay WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM zebra WHERE load BETWEEN 'follow' AND 'all',0
